0.000000000000000000e+00,1.704279929981566966e-05,3.322114571346901357e-05
0.000000000000000000e+00,4.092013477929867804e-05,8.545182936359196901e-05
0.000000000000000000e+00,4.390188041725195944e-05,8.999599958769977093e-05
0.000000000000000000e+00,4.743796671391464770e-05,9.537359437672421336e-05
0.000000000000000000e+00,5.174448961042799056e-05,1.018325783661566675e-04
0.000000000000000000e+00,5.673933628713712096e-05,1.094254621420986950e-04
0.000000000000000000e+00,6.275292253121733665e-05,1.185643777716904879e-04
0.000000000000000000e+00,6.974593998165801167e-05,1.295359688811004162e-04
0.000000000000000000e+00,7.777058635838329792e-05,1.421403867425397038e-04
0.000000000000000000e+00,8.687784429639577866e-05,1.560306263854727149e-04
0.000000000000000000e+00,9.658430644776672125e-05,1.709680509520694613e-04
0.000000000000000000e+00,1.005312660709023476e-04,1.772217510733753443e-04
0.000000000000000000e+00,1.043272131937555969e-04,1.835465081967413425e-04
0.000000000000000000e+00,1.082084127119742334e-04,1.899874769151210785e-04
0.000000000000000000e+00,1.122402027249336243e-04,1.965131959877908230e-04
0.000000000000000000e+00,1.163107444881461561e-04,2.031498006545007229e-04
0.000000000000000000e+00,1.204077707370743155e-04,2.097999094985425472e-04
0.000000000000000000e+00,1.269916538149118423e-04,2.207310171797871590e-04
0.000000000000000000e+00,1.340063463430851698e-04,2.318681217730045319e-04
0.000000000000000000e+00,1.413212594343349338e-04,2.433447371004149318e-04
0.000000000000000000e+00,1.486897817812860012e-04,2.552387595642358065e-04
0.000000000000000000e+00,1.555922499392181635e-04,2.677186566870659590e-04
0.000000000000000000e+00,1.619346439838409424e-04,2.806081320159137249e-04
0.000000000000000000e+00,1.673087826929986477e-04,2.938846882898360491e-04
0.000000000000000000e+00,1.717502891551703215e-04,3.070835082326084375e-04
0.000000000000000000e+00,1.754268887452781200e-04,3.200165228918194771e-04
0.000000000000000000e+00,1.788467634469270706e-04,3.325841389596462250e-04
0.000000000000000000e+00,1.824645441956818104e-04,3.448454663157463074e-04
0.000000000000000000e+00,1.864724617917090654e-04,3.570535336621105671e-04
0.000000000000000000e+00,3.737431325134821236e-05,7.761318556731566787e-05
0.000000000000000000e+00,4.001613706350326538e-05,8.165595500031486154e-05
0.000000000000000000e+00,1.712185621727257967e-05,3.203436790499836206e-05
0.000000000000000000e+00,4.680304118664935231e-05,9.220650099450722337e-05
0.000000000000000000e+00,5.110923302709124982e-05,9.904833132168278098e-05
0.000000000000000000e+00,5.621860691462643445e-05,1.073229577741585672e-04
0.000000000000000000e+00,6.222312367754057050e-05,1.171456824522465467e-04
0.000000000000000000e+00,6.924170884303748608e-05,1.287298800889402628e-04
0.000000000000000000e+00,1.643068753764964640e-05,3.060754534089937806e-05
0.000000000000000000e+00,8.651241660118103027e-05,1.565281709190458059e-04
0.000000000000000000e+00,9.637181938160210848e-05,1.718691491987556219e-04
0.000000000000000000e+00,1.001695927698165178e-04,1.779519952833652496e-04
0.000000000000000000e+00,1.039534981828182936e-04,1.838333264458924532e-04
0.000000000000000000e+00,1.076775370165705681e-04,1.896104658953845501e-04
0.000000000000000000e+00,1.566984974488150328e-05,2.912519994424656034e-05
0.000000000000000000e+00,1.150850803242065012e-04,2.014596684603020549e-04
0.000000000000000000e+00,1.189803733723238111e-04,2.077471581287682056e-04
0.000000000000000000e+00,1.258153351955115795e-04,2.188012585975229740e-04
0.000000000000000000e+00,1.329860824625939131e-04,2.304926310898736119e-04
0.000000000000000000e+00,1.404888171236962080e-04,2.426775608910247684e-04
0.000000000000000000e+00,1.495651849836576730e-05,2.758445043582469225e-05
0.000000000000000000e+00,1.551023451611399651e-04,2.685841172933578491e-04
0.000000000000000000e+00,1.616851368453353643e-04,2.822164387907832861e-04
0.000000000000000000e+00,1.673632650636136532e-04,2.960935817100107670e-04
0.000000000000000000e+00,1.721736625768244267e-04,3.099932800978422165e-04
0.000000000000000000e+00,1.762684842105954885e-04,3.236457705497741699e-04
0.000000000000000000e+00,1.420846820110455155e-05,2.611580566735938191e-05
0.000000000000000000e+00,1.840209879446774721e-04,3.498767619021236897e-04
0.000000000000000000e+00,1.180027611553668976e-04,2.104426093865185976e-04
0.000000000000000000e+00,1.179499231511726975e-04,2.102779544657096267e-04
0.000000000000000000e+00,1.177615704364143312e-04,2.098590775858610868e-04
0.000000000000000000e+00,1.174713834188878536e-04,2.092554059345275164e-04
0.000000000000000000e+00,1.342196628684177995e-05,2.463635610183700919e-05
0.000000000000000000e+00,1.167771042673848569e-04,2.077040844596922398e-04
0.000000000000000000e+00,1.163797569461166859e-04,2.068301255349069834e-04
0.000000000000000000e+00,1.265318132936954498e-05,2.309551928192377090e-05
0.000000000000000000e+00,1.676212559686973691e-05,5.312298526405356824e-05
0.000000000000000000e+00,1.185185828944668174e-05,2.155994297936558723e-05
0.000000000000000000e+00,6.709349690936505795e-06,3.564485086826607585e-05
0.000000000000000000e+00,1.100239023799076676e-05,1.999893720494583249e-05
0.000000000000000000e+00,-3.714758349815383554e-06,1.730676740407943726e-05
0.000000000000000000e+00,1.015268207993358374e-05,1.841676566982641816e-05
0.000000000000000000e+00,-1.467643232899717987e-05,-2.022745320573449135e-06
0.000000000000000000e+00,1.724886533338576555e-05,2.913372736657038331e-05
0.000000000000000000e+00,-2.637854049680754542e-05,-2.257894811918959022e-05
0.000000000000000000e+00,4.533081664703786373e-05,8.856529893819242716e-05
0.000000000000000000e+00,1.727511153148952872e-05,2.909631439251825213e-05
0.000000000000000000e+00,-3.889219806296750903e-05,-4.448727122507989407e-05
0.000000000000000000e+00,1.723062632663641125e-05,2.905983274104073644e-05
0.000000000000000000e+00,8.226388308685272932e-05,1.683074078755453229e-04
0.000000000000000000e+00,1.711035474727395922e-05,2.896333171520382166e-05
0.000000000000000000e+00,-6.726861465722322464e-05,-9.432983642909675837e-05
0.000000000000000000e+00,1.700799111858941615e-05,2.884383866330608726e-05
0.000000000000000000e+00,-8.386154513573274016e-05,-1.233029761351644993e-04
0.000000000000000000e+00,-1.512723974883556366e-04,-2.426066639600321651e-04
0.000000000000000000e+00,1.686100222286768258e-05,2.872541517717763782e-05
0.000000000000000000e+00,-1.886093523353338242e-04,-3.089403617195785046e-04
0.000000000000000000e+00,5.935556328040547669e-05,1.071276201400905848e-04
0.000000000000000000e+00,5.335590321919880807e-05,9.675811452325433493e-05
0.000000000000000000e+00,4.727233681478537619e-05,8.632973185740411282e-05
0.000000000000000000e+00,4.113175236852839589e-05,7.585468119941651821e-05
0.000000000000000000e+00,1.672552207310218364e-05,2.856250648619607091e-05
0.000000000000000000e+00,2.862487053789664060e-05,5.473121927934698761e-05
0.000000000000000000e+00,2.224309719167649746e-05,4.405659274198114872e-05
0.000000000000000000e+00,1.578116098244208843e-05,3.330414983793161809e-05
0.000000000000000000e+00,9.210136340698227286e-06,2.246323128929361701e-05
0.000000000000000000e+00,1.563864680065307766e-05,3.638362613855861127e-05
0.000000000000000000e+00,2.175559166062157601e-05,4.967357381246984005e-05
0.000000000000000000e+00,2.752155523921828717e-05,6.221814692253246903e-05
0.000000000000000000e+00,3.291172470198944211e-05,7.398619345622137189e-05
0.000000000000000000e+00,3.792748611886054277e-05,8.500772673869505525e-05
0.000000000000000000e+00,4.245759191690012813e-05,9.530055831419304013e-05
0.000000000000000000e+00,3.782388375839218497e-05,8.725812949705868959e-05
0.000000000000000000e+00,3.262510654167272151e-05,7.819779420970007777e-05
0.000000000000000000e+00,2.679975114006083459e-05,6.814330845372751355e-05
0.000000000000000000e+00,2.035609213635325432e-05,5.698340100934728980e-05
0.000000000000000000e+00,1.323673495789989829e-05,4.468525003176182508e-05
0.000000000000000000e+00,5.431858880911022425e-06,3.120277324342168868e-05
0.000000000000000000e+00,-3.099412424489855766e-06,1.644869917072355747e-05
0.000000000000000000e+00,-1.240946221514604986e-05,4.277171683497726917e-07
0.000000000000000000e+00,-2.248036616947501898e-05,-1.698743290035054088e-05
0.000000000000000000e+00,-3.334783832542598248e-05,-3.581168130040168762e-05
0.000000000000000000e+00,-4.503566015046089888e-05,-5.613798566628247499e-05
0.000000000000000000e+00,-5.758388579124584794e-05,-7.797563739586621523e-05
0.000000000000000000e+00,7.431014819303527474e-05,1.544135884614661336e-04
0.000000000000000000e+00,1.623464231670368463e-05,2.803696406772360206e-05
0.000000000000000000e+00,-1.004066798486746848e-04,-1.530356385046616197e-04
0.000000000000000000e+00,-1.164225031971000135e-04,-1.812134432839229703e-04
0.000000000000000000e+00,-1.332717365585267544e-04,-2.109064225805923343e-04
0.000000000000000000e+00,-1.508456480223685503e-04,-2.419612574158236384e-04
0.000000000000000000e+00,-1.690281496848911047e-04,-2.741857897490262985e-04
0.000000000000000000e+00,1.612740379641763866e-05,2.793501334963366389e-05
0.000000000000000000e+00,5.932667772867716849e-05,1.070916405296884477e-04
